,iso2,year,sex,age,cases
1690,AE,2008,m,65+,6
1691,AL,2005,m,65+,37
1692,AL,2006,m,65+,20
1693,AL,2007,m,65+,19
1694,AM,2005,m,65+,24
1695,AM,2006,m,65+,17
1696,AM,2007,m,65+,20
1697,AM,2008,m,65+,15
1698,AR,2008,m,65+,295
1699,AT,2005,m,65+,30
1700,AT,2006,m,65+,19
1701,AZ,2005,m,65+,88
1702,AZ,2006,m,65+,30
1703,BA,2005,m,65+,80
1704,BA,2006,m,65+,66
1705,BA,2007,m,65+,0
1706,BA,2008,m,65+,79
1707,BB,2008,m,65+,0
1708,BE,2005,m,65+,47
1709,BE,2006,m,65+,42
1710,BE,2008,m,65+,41
1711,BG,2005,m,65+,136
1712,BG,2008,m,65+,68
1713,BH,2008,m,65+,3
1714,BN,2008,m,65+,23
1715,BR,2008,m,65+,1905
1716,BS,2008,m,65+,0
1717,BW,2008,m,65+,85
1718,BZ,2008,m,65+,8
1719,CA,2008,m,65+,62
1720,CH,2005,m,65+,7
1721,CH,2006,m,65+,12
1722,CH,2007,m,65+,11
1723,CH,2008,m,65+,4
1724,CM,2008,m,65+,281
1725,CY,2005,m,65+,1
1726,CY,2006,m,65+,0
1727,CY,2007,m,65+,0
1728,CY,2008,m,65+,0
1729,CZ,2005,m,65+,46
1730,CZ,2006,m,65+,25
1731,CZ,2007,m,65+,29
1732,CZ,2008,m,65+,32
1733,DE,2005,m,65+,167
1734,DE,2006,m,65+,199
1735,DE,2007,m,65+,362
1736,DE,2008,m,65+,148
1737,DK,2005,m,65+,7
1738,DK,2006,m,65+,8
1739,DK,2007,m,65+,6
1740,DK,2008,m,65+,8
1741,DM,2008,m,65+,0
1742,DO,2008,m,65+,105
1743,EE,2005,m,65+,7
1744,EE,2006,m,65+,7
1745,EE,2007,m,65+,12
1746,EE,2008,m,65+,13
1747,EG,2008,m,65+,242
1748,ES,2005,m,65+,230
1749,ES,2006,m,65+,175
1750,ES,2007,m,65+,191
1751,ES,2008,m,65+,200
1752,FI,2005,m,65+,25
1753,FI,2006,m,65+,20
1754,FI,2007,m,65+,24
1755,FI,2008,m,65+,35
1756,FM,2008,m,65+,0
1757,FR,2005,m,65+,205
1758,FR,2006,m,65+,278
1759,FR,2007,m,65+,273
1760,FR,2008,m,65+,175
1761,GB,2005,m,65+,124
1762,GB,2006,m,65+,191
1763,GB,2007,m,65+,202
1764,GB,2008,m,65+,99
1765,GE,2006,m,65+,72
1766,GE,2007,m,65+,75
1767,GE,2008,m,65+,347
1768,GM,2008,m,65+,34
1769,GR,2005,m,65+,23
1770,GR,2006,m,65+,27
1771,GR,2007,m,65+,54
1772,GR,2008,m,65+,9
1773,GT,2008,m,65+,167
1774,GU,2008,m,65+,4
1775,GY,2008,m,65+,11
1776,HK,2008,m,65+,414
1777,HN,2008,m,65+,174
1778,HR,2005,m,65+,34
1779,HR,2006,m,65+,48
1780,HR,2008,m,65+,47
1781,HT,2008,m,65+,175
1782,HU,2005,m,65+,39
1783,HU,2006,m,65+,33
1784,HU,2007,m,65+,35
1785,HU,2008,m,65+,24
1786,ID,2008,m,65+,6831
1787,IE,2005,m,65+,6
1788,IE,2006,m,65+,13
1789,IE,2007,m,65+,26
1790,IE,2008,m,65+,13
1791,IL,2005,m,65+,14
1792,IL,2006,m,65+,10
1793,IL,2007,m,65+,17
1794,IL,2008,m,65+,25
1795,IQ,2008,m,65+,147
1796,IR,2008,m,65+,706
1797,IS,2005,m,65+,1
1798,IS,2006,m,65+,1
1799,IS,2007,m,65+,0
1800,IS,2008,m,65+,0
1801,IT,2005,m,65+,115
1802,IT,2006,m,65+,152
1803,IT,2007,m,65+,106
1804,IT,2008,m,65+,104
1805,JM,2008,m,65+,5
1806,JO,2008,m,65+,5
1807,JP,2008,m,65+,3482
1808,KE,2008,m,65+,583
1809,KG,2005,m,65+,84
1810,KI,2008,m,65+,5
1811,KM,2008,m,65+,5
1812,KN,2008,m,65+,0
1813,KP,2008,m,65+,948
1814,KR,2008,m,65+,1848
1815,KW,2008,m,65+,9
1816,KZ,2005,m,65+,175
1817,KZ,2007,m,65+,150
1818,KZ,2008,m,65+,160
1819,LB,2008,m,65+,6
1820,LC,2008,m,65+,1
1821,LR,2008,m,65+,98
1822,LS,2008,m,65+,138
1823,LT,2005,m,65+,67
1824,LT,2006,m,65+,74
1825,LT,2007,m,65+,76
1826,LT,2008,m,65+,71
1827,LU,2005,m,65+,2
1828,LU,2006,m,65+,3
1829,LU,2007,m,65+,0
1830,LU,2008,m,65+,0
1831,LV,2005,m,65+,34
1832,LV,2006,m,65+,26
1833,LV,2008,m,65+,27
1834,LY,2008,m,65+,19
1835,MA,2008,m,65+,589
1836,MD,2005,m,65+,31
1837,MD,2007,m,65+,35
1838,MD,2008,m,65+,32
1839,ME,2005,m,65+,8
1840,ME,2007,m,65+,3
1841,ME,2008,m,65+,1
1842,MG,2008,m,65+,465
1843,MH,2008,m,65+,0
1844,MK,2005,m,65+,13
1845,MK,2006,m,65+,7
1846,MK,2007,m,65+,19
1847,MK,2008,m,65+,15
1848,ML,2008,m,65+,250
1849,MO,2008,m,65+,13
1850,MP,2008,m,65+,3
1851,MT,2005,m,65+,0
1852,MT,2006,m,65+,1
1853,MT,2007,m,65+,3
1854,MT,2008,m,65+,0
1855,MU,2008,m,65+,8
1856,MX,2008,m,65+,1213
1857,MY,2008,m,65+,1543
1858,NC,2008,m,65+,2
1859,NL,2005,m,65+,19
1860,NL,2006,m,65+,19
1861,NL,2007,m,65+,15
1862,NL,2008,m,65+,19
1863,NO,2005,m,65+,3
1864,NO,2006,m,65+,1
1865,NO,2008,m,65+,3
1866,NR,2008,m,65+,0
1867,NZ,2008,m,65+,18
1868,OM,2008,m,65+,10
1869,PE,2008,m,65+,921
1870,PF,2008,m,65+,2
1871,PL,2005,m,65+,310
1872,PL,2006,m,65+,285
1873,PL,2007,m,65+,285
1874,PL,2008,m,65+,239
1875,PR,2008,m,65+,6
1876,PS,2008,m,65+,2
1877,PT,2005,m,65+,93
1878,PT,2006,m,65+,108
1879,PT,2007,m,65+,112
1880,PT,2008,m,65+,84
1881,PY,2008,m,65+,90
1882,QA,2008,m,65+,2
1883,RO,2005,m,65+,638
1884,RO,2006,m,65+,580
1885,RO,2008,m,65+,625
1886,RS,2005,m,65+,132
1887,RS,2006,m,65+,144
1888,RS,2007,m,65+,106
1889,RS,2008,m,65+,107
1890,RU,2008,m,65+,1147
1891,SB,2008,m,65+,7
1892,SC,2008,m,65+,2
1893,SD,2008,m,65+,534
1894,SE,2005,m,65+,16
1895,SE,2006,m,65+,16
1896,SE,2007,m,65+,9
1897,SE,2008,m,65+,6
1898,SG,2008,m,65+,127
1899,SI,2005,m,65+,14
1900,SI,2006,m,65+,6
1901,SI,2007,m,65+,9
1902,SI,2008,m,65+,3
1903,SK,2005,m,65+,20
1904,SK,2006,m,65+,17
1905,SK,2007,m,65+,23
1906,SK,2008,m,65+,11
1907,SN,2008,m,65+,228
1908,SV,2008,m,65+,89
1909,SZ,2008,m,65+,35
1910,TJ,2005,m,65+,48
1911,TJ,2008,m,65+,64
1912,TM,2005,m,65+,13
1913,TM,2007,m,65+,23
1914,TO,2008,m,65+,1
1915,TR,2005,m,65+,429
1916,TR,2006,m,65+,473
1917,TR,2007,m,65+,512
1918,TR,2008,m,65+,453
1919,TT,2008,m,65+,14
1920,TV,2008,m,65+,0
1921,UA,2007,m,65+,1090
1922,UG,2008,m,65+,565
1923,US,2008,m,65+,561
1924,UY,2008,m,65+,34
1925,UZ,2007,m,65+,380
1926,VE,2008,m,65+,285
1927,ZA,2008,m,65+,2246
1928,AD,2005,m,undisclosed,0
1929,AD,2006,m,undisclosed,0
1930,AD,2008,m,undisclosed,0
1931,AE,2008,m,undisclosed,0
1932,AL,2005,m,undisclosed,0
1933,AL,2006,m,undisclosed,0
1934,AL,2007,m,undisclosed,0
1935,AM,2005,m,undisclosed,0
1936,AM,2006,m,undisclosed,0
1937,AM,2007,m,undisclosed,0
1938,AM,2008,m,undisclosed,0
1939,AR,2008,m,undisclosed,30
1940,AT,2005,m,undisclosed,0
1941,AT,2006,m,undisclosed,0
1942,AZ,2005,m,undisclosed,0
1943,AZ,2006,m,undisclosed,0
1944,BA,2005,m,undisclosed,1
1945,BA,2006,m,undisclosed,2
1946,BA,2007,m,undisclosed,0
1947,BA,2008,m,undisclosed,0
1948,BB,2008,m,undisclosed,0
1949,BE,2005,m,undisclosed,0
1950,BE,2006,m,undisclosed,0
1951,BE,2008,m,undisclosed,0
1952,BG,2005,m,undisclosed,0
1953,BG,2008,m,undisclosed,0
1954,BH,2008,m,undisclosed,0
1955,BN,2008,m,undisclosed,0
1956,BR,2008,m,undisclosed,0
1957,BS,2008,m,undisclosed,0
1958,BW,2008,m,undisclosed,0
1959,BZ,2008,m,undisclosed,0
1960,CA,2008,m,undisclosed,0
1961,CH,2005,m,undisclosed,0
1962,CH,2006,m,undisclosed,0
1963,CH,2007,m,undisclosed,0
1964,CH,2008,m,undisclosed,0
1965,CM,2008,m,undisclosed,0
1966,CY,2005,m,undisclosed,0
1967,CY,2006,m,undisclosed,0
1968,CY,2007,m,undisclosed,0
1969,CY,2008,m,undisclosed,0
1970,CZ,2005,m,undisclosed,0
1971,CZ,2006,m,undisclosed,0
1972,CZ,2007,m,undisclosed,0
1973,CZ,2008,m,undisclosed,0
1974,DE,2005,m,undisclosed,0
1975,DE,2006,m,undisclosed,0
1976,DE,2007,m,undisclosed,0
1977,DE,2008,m,undisclosed,0
1978,DK,2005,m,undisclosed,0
1979,DK,2006,m,undisclosed,0
1980,DK,2007,m,undisclosed,0
1981,DK,2008,m,undisclosed,0
1982,DM,2008,m,undisclosed,0
1983,DO,2008,m,undisclosed,0
1984,EE,2005,m,undisclosed,0
1985,EE,2006,m,undisclosed,0
1986,EE,2007,m,undisclosed,0
1987,EE,2008,m,undisclosed,0
1988,EG,2008,m,undisclosed,8
1989,ES,2005,m,undisclosed,2
1990,ES,2006,m,undisclosed,2
1991,ES,2007,m,undisclosed,2
1992,ES,2008,m,undisclosed,0
1993,FI,2005,m,undisclosed,0
1994,FI,2006,m,undisclosed,0
1995,FI,2007,m,undisclosed,0
1996,FI,2008,m,undisclosed,0
1997,FM,2008,m,undisclosed,0
1998,FR,2005,m,undisclosed,0
1999,FR,2006,m,undisclosed,0
2000,FR,2007,m,undisclosed,0
2001,FR,2008,m,undisclosed,1
2002,GB,2005,m,undisclosed,0
2003,GB,2006,m,undisclosed,0
2004,GB,2007,m,undisclosed,1
2005,GB,2008,m,undisclosed,0
2006,GE,2006,m,undisclosed,0
2007,GE,2007,m,undisclosed,1
2008,GE,2008,m,undisclosed,0
2009,GM,2008,m,undisclosed,0
2010,GR,2005,m,undisclosed,5
2011,GR,2006,m,undisclosed,3
2012,GR,2007,m,undisclosed,1
2013,GR,2008,m,undisclosed,0
2014,GT,2008,m,undisclosed,0
2015,GU,2008,m,undisclosed,0
2016,GY,2008,m,undisclosed,0
2017,HK,2008,m,undisclosed,0
2018,HN,2008,m,undisclosed,0
2019,HR,2005,m,undisclosed,0
2020,HR,2006,m,undisclosed,0
2021,HR,2008,m,undisclosed,0
2022,HT,2008,m,undisclosed,0
2023,HU,2005,m,undisclosed,0
2024,HU,2006,m,undisclosed,0
2025,HU,2007,m,undisclosed,0
2026,HU,2008,m,undisclosed,0
2027,ID,2008,m,undisclosed,0
2028,IE,2005,m,undisclosed,0
2029,IE,2006,m,undisclosed,1
2030,IE,2007,m,undisclosed,0
2031,IE,2008,m,undisclosed,0
2032,IL,2005,m,undisclosed,0
2033,IL,2006,m,undisclosed,0
2034,IL,2007,m,undisclosed,0
2035,IL,2008,m,undisclosed,0
2036,IQ,2008,m,undisclosed,0
2037,IR,2008,m,undisclosed,0
2038,IS,2005,m,undisclosed,0
2039,IS,2006,m,undisclosed,0
2040,IS,2007,m,undisclosed,0
2041,IS,2008,m,undisclosed,0
2042,IT,2005,m,undisclosed,24
2043,IT,2006,m,undisclosed,19
2044,IT,2007,m,undisclosed,11
2045,IT,2008,m,undisclosed,5
2046,JM,2008,m,undisclosed,2
2047,JO,2008,m,undisclosed,0
2048,JP,2008,m,undisclosed,0
2049,KE,2008,m,undisclosed,0
2050,KG,2005,m,undisclosed,0
2051,KI,2008,m,undisclosed,0
2052,KM,2008,m,undisclosed,0
2053,KN,2008,m,undisclosed,0
2054,KP,2008,m,undisclosed,0
2055,KR,2008,m,undisclosed,0
2056,KW,2008,m,undisclosed,0
2057,KZ,2005,m,undisclosed,0
2058,KZ,2007,m,undisclosed,0
2059,KZ,2008,m,undisclosed,0
2060,LB,2008,m,undisclosed,0
2061,LC,2008,m,undisclosed,0
2062,LR,2008,m,undisclosed,0
2063,LS,2008,m,undisclosed,0
2064,LT,2005,m,undisclosed,0
2065,LT,2006,m,undisclosed,0
2066,LT,2007,m,undisclosed,0
2067,LT,2008,m,undisclosed,0
2068,LU,2005,m,undisclosed,0
2069,LU,2006,m,undisclosed,0
2070,LU,2007,m,undisclosed,0
2071,LU,2008,m,undisclosed,0
2072,LV,2005,m,undisclosed,0
2073,LV,2006,m,undisclosed,0
2074,LV,2008,m,undisclosed,0
2075,LY,2008,m,undisclosed,0
2076,MA,2008,m,undisclosed,0
2077,MD,2005,m,undisclosed,0
2078,MD,2007,m,undisclosed,0
2079,MD,2008,m,undisclosed,0
2080,ME,2005,m,undisclosed,0
2081,ME,2007,m,undisclosed,1
2082,ME,2008,m,undisclosed,0
2083,MG,2008,m,undisclosed,0
2084,MH,2008,m,undisclosed,0
2085,MK,2005,m,undisclosed,1
2086,MK,2006,m,undisclosed,0
2087,MK,2007,m,undisclosed,0
2088,MK,2008,m,undisclosed,0
2089,ML,2008,m,undisclosed,0
2090,MO,2008,m,undisclosed,0
2091,MP,2008,m,undisclosed,0
2092,MT,2005,m,undisclosed,0
2093,MT,2006,m,undisclosed,0
2094,MT,2007,m,undisclosed,0
2095,MT,2008,m,undisclosed,0
2096,MU,2008,m,undisclosed,0
2097,MX,2008,m,undisclosed,0
2098,MY,2008,m,undisclosed,2
2099,NC,2008,m,undisclosed,0
2100,NL,2005,m,undisclosed,0
2101,NL,2006,m,undisclosed,0
2102,NL,2007,m,undisclosed,0
2103,NL,2008,m,undisclosed,0
2104,NO,2005,m,undisclosed,0
2105,NO,2006,m,undisclosed,0
2106,NO,2008,m,undisclosed,0
2107,NR,2008,m,undisclosed,0
2108,NZ,2008,m,undisclosed,0
2109,OM,2008,m,undisclosed,0
2110,PE,2008,m,undisclosed,0
2111,PF,2008,m,undisclosed,2
2112,PL,2005,m,undisclosed,0
2113,PL,2006,m,undisclosed,0
2114,PL,2007,m,undisclosed,0
2115,PL,2008,m,undisclosed,0
2116,PR,2008,m,undisclosed,0
2117,PS,2008,m,undisclosed,0
2118,PT,2005,m,undisclosed,5
2119,PT,2006,m,undisclosed,2
2120,PT,2007,m,undisclosed,0
2121,PT,2008,m,undisclosed,0
2122,PY,2008,m,undisclosed,4
2123,QA,2008,m,undisclosed,0
2124,RO,2005,m,undisclosed,4
2125,RO,2006,m,undisclosed,0
2126,RO,2008,m,undisclosed,0
2127,RS,2005,m,undisclosed,0
2128,RS,2006,m,undisclosed,1
2129,RS,2007,m,undisclosed,0
2130,RS,2008,m,undisclosed,0
2131,RU,2008,m,undisclosed,0
2132,SB,2008,m,undisclosed,0
2133,SC,2008,m,undisclosed,0
2134,SD,2008,m,undisclosed,0
2135,SE,2005,m,undisclosed,0
2136,SE,2006,m,undisclosed,0
2137,SE,2007,m,undisclosed,0
2138,SE,2008,m,undisclosed,0
2139,SG,2008,m,undisclosed,0
2140,SI,2005,m,undisclosed,0
2141,SI,2006,m,undisclosed,0
2142,SI,2007,m,undisclosed,0
2143,SI,2008,m,undisclosed,0
2144,SK,2005,m,undisclosed,0
2145,SK,2006,m,undisclosed,0
2146,SK,2007,m,undisclosed,0
2147,SK,2008,m,undisclosed,0
2148,SN,2008,m,undisclosed,0
2149,SV,2008,m,undisclosed,0
2150,SZ,2008,m,undisclosed,0
2151,TJ,2005,m,undisclosed,0
2152,TJ,2008,m,undisclosed,0
2153,TM,2005,m,undisclosed,0
2154,TM,2007,m,undisclosed,0
2155,TO,2008,m,undisclosed,0
2156,TR,2005,m,undisclosed,0
2157,TR,2006,m,undisclosed,0
2158,TR,2007,m,undisclosed,0
2159,TR,2008,m,undisclosed,0
2160,TT,2008,m,undisclosed,0
2161,TV,2008,m,undisclosed,0
2162,UA,2007,m,undisclosed,0
2163,UG,2008,m,undisclosed,0
2164,US,2008,m,undisclosed,0
2165,UY,2008,m,undisclosed,0
2166,UZ,2007,m,undisclosed,0
2167,VE,2008,m,undisclosed,0
2168,ZA,2008,m,undisclosed,0
2169,AD,2005,f,0-4,0
2170,AD,2006,f,0-4,0
2171,AD,2008,f,0-4,0
2172,AE,2008,f,0-4,0
2173,AL,2005,f,0-4,0
2174,AL,2006,f,0-4,0
2175,AL,2007,f,0-4,0
2176,AM,2005,f,0-4,0
2177,AM,2006,f,0-4,0
2178,AM,2007,f,0-4,0
2179,AM,2008,f,0-4,0
2180,AR,2008,f,0-4,5
2181,AT,2005,f,0-4,0
2182,AT,2006,f,0-4,1
2183,AZ,2005,f,0-4,2
2184,AZ,2006,f,0-4,0
2185,BA,2005,f,0-4,0
2186,BA,2006,f,0-4,0
2187,BA,2007,f,0-4,0
2188,BA,2008,f,0-4,0
2189,BB,2008,f,0-4,0
2190,BE,2005,f,0-4,1
2191,BE,2006,f,0-4,3
2192,BE,2008,f,0-4,2
2193,BG,2005,f,0-4,0
2194,BG,2008,f,0-4,1
2195,BH,2008,f,0-4,0
2196,BN,2008,f,0-4,0
2197,BR,2008,f,0-4,69
2198,BS,2008,f,0-4,0
2199,BW,2008,f,0-4,5
2200,BZ,2008,f,0-4,0
2201,CA,2008,f,0-4,0
2202,CH,2005,f,0-4,0
2203,CH,2006,f,0-4,0
2204,CH,2007,f,0-4,0
2205,CH,2008,f,0-4,0
2206,CM,2008,f,0-4,0
2207,CY,2005,f,0-4,0
2208,CY,2006,f,0-4,0
2209,CY,2007,f,0-4,0
2210,CY,2008,f,0-4,0
2211,CZ,2005,f,0-4,0
2212,CZ,2006,f,0-4,0
2213,CZ,2007,f,0-4,0
2214,CZ,2008,f,0-4,0
2215,DE,2005,f,0-4,3
2216,DE,2006,f,0-4,2
2217,DE,2007,f,0-4,0
2218,DE,2008,f,0-4,1
2219,DK,2005,f,0-4,0
2220,DK,2006,f,0-4,0
2221,DK,2007,f,0-4,1
2222,DK,2008,f,0-4,0
2223,DM,2008,f,0-4,0
2224,DO,2008,f,0-4,4
2225,EE,2005,f,0-4,0
2226,EE,2006,f,0-4,0
2227,EE,2007,f,0-4,0
2228,EE,2008,f,0-4,0
2229,EG,2008,f,0-4,0
2230,ES,2005,f,0-4,6
2231,ES,2006,f,0-4,8
2232,ES,2007,f,0-4,8
2233,ES,2008,f,0-4,3
2234,FI,2005,f,0-4,0
2235,FI,2006,f,0-4,0
2236,FI,2007,f,0-4,0
2237,FI,2008,f,0-4,0
2238,FM,2008,f,0-4,1
2239,FR,2005,f,0-4,5
2240,FR,2006,f,0-4,4
2241,FR,2007,f,0-4,6
2242,FR,2008,f,0-4,1
2243,GB,2005,f,0-4,0
2244,GB,2006,f,0-4,2
2245,GB,2007,f,0-4,1
2246,GB,2008,f,0-4,4
2247,GE,2006,f,0-4,0
2248,GE,2007,f,0-4,2
2249,GE,2008,f,0-4,25
2250,GM,2008,f,0-4,1
2251,GR,2005,f,0-4,0
2252,GR,2006,f,0-4,0
2253,GR,2007,f,0-4,0
2254,GR,2008,f,0-4,0
2255,GT,2008,f,0-4,0
2256,GU,2008,f,0-4,0
2257,GY,2008,f,0-4,0
2258,HK,2008,f,0-4,0
2259,HN,2008,f,0-4,0
2260,HR,2005,f,0-4,0
2261,HR,2006,f,0-4,1
2262,HR,2008,f,0-4,0
2263,HT,2008,f,0-4,19
2264,HU,2005,f,0-4,0
2265,HU,2006,f,0-4,0
2266,HU,2007,f,0-4,1
2267,HU,2008,f,0-4,0
2268,ID,2008,f,0-4,120
2269,IE,2005,f,0-4,0
2270,IE,2006,f,0-4,0
2271,IE,2007,f,0-4,0
2272,IE,2008,f,0-4,0
2273,IL,2005,f,0-4,1
2274,IL,2006,f,0-4,0
2275,IL,2007,f,0-4,0
2276,IL,2008,f,0-4,1
2277,IQ,2008,f,0-4,1
2278,IR,2008,f,0-4,2
2279,IS,2005,f,0-4,0
2280,IS,2006,f,0-4,0
2281,IS,2007,f,0-4,0
2282,IS,2008,f,0-4,0
2283,IT,2005,f,0-4,0
2284,IT,2006,f,0-4,3
2285,IT,2007,f,0-4,0
2286,IT,2008,f,0-4,3
2287,JM,2008,f,0-4,0
2288,JO,2008,f,0-4,0
2289,JP,2008,f,0-4,0
2290,KE,2008,f,0-4,40
2291,KG,2005,f,0-4,0
2292,KI,2008,f,0-4,0
2293,KM,2008,f,0-4,0
2294,KN,2008,f,0-4,0
2295,KP,2008,f,0-4,7
2296,KR,2008,f,0-4,1
2297,KW,2008,f,0-4,0
2298,KZ,2005,f,0-4,1
2299,KZ,2007,f,0-4,0
2300,KZ,2008,f,0-4,1
2301,LB,2008,f,0-4,0
2302,LC,2008,f,0-4,0
2303,LR,2008,f,0-4,1
2304,LS,2008,f,0-4,1
2305,LT,2005,f,0-4,0
2306,LT,2006,f,0-4,0
2307,LT,2007,f,0-4,0
2308,LT,2008,f,0-4,0
2309,LU,2005,f,0-4,0
2310,LU,2006,f,0-4,0
2311,LU,2007,f,0-4,0
2312,LU,2008,f,0-4,0
2313,LV,2005,f,0-4,0
2314,LV,2006,f,0-4,0
2315,LV,2008,f,0-4,0
2316,LY,2008,f,0-4,0
2317,MA,2008,f,0-4,4
2318,MD,2005,f,0-4,0
2319,MD,2007,f,0-4,0
2320,MD,2008,f,0-4,2
2321,ME,2005,f,0-4,0
2322,ME,2007,f,0-4,0
2323,ME,2008,f,0-4,0
2324,MG,2008,f,0-4,19
2325,MH,2008,f,0-4,0
2326,MK,2005,f,0-4,1
2327,MK,2006,f,0-4,0
2328,MK,2007,f,0-4,0
2329,MK,2008,f,0-4,0
2330,ML,2008,f,0-4,3
2331,MO,2008,f,0-4,0
2332,MP,2008,f,0-4,0
2333,MT,2005,f,0-4,0
2334,MT,2006,f,0-4,0
2335,MT,2007,f,0-4,0
2336,MT,2008,f,0-4,0
2337,MU,2008,f,0-4,0
2338,MX,2008,f,0-4,30
2339,MY,2008,f,0-4,66
2340,NC,2008,f,0-4,0
2341,NL,2005,f,0-4,0
2342,NL,2006,f,0-4,0
2343,NL,2007,f,0-4,0
2344,NL,2008,f,0-4,0
2345,NO,2005,f,0-4,0
2346,NO,2006,f,0-4,0
2347,NO,2008,f,0-4,0
2348,NR,2008,f,0-4,0
2349,NZ,2008,f,0-4,1
2350,OM,2008,f,0-4,0
2351,PE,2008,f,0-4,5
2352,PF,2008,f,0-4,0
2353,PL,2005,f,0-4,0
2354,PL,2006,f,0-4,0
2355,PL,2007,f,0-4,0
2356,PL,2008,f,0-4,0
2357,PR,2008,f,0-4,0
2358,PS,2008,f,0-4,0
2359,PT,2005,f,0-4,3
2360,PT,2006,f,0-4,1
2361,PT,2007,f,0-4,0
2362,PT,2008,f,0-4,0
2363,PY,2008,f,0-4,1
2364,QA,2008,f,0-4,0
2365,RO,2005,f,0-4,8
2366,RO,2006,f,0-4,12
2367,RO,2008,f,0-4,5
2368,RS,2005,f,0-4,0
2369,RS,2006,f,0-4,0
2370,RS,2007,f,0-4,0
2371,RS,2008,f,0-4,0
2372,RU,2008,f,0-4,0
2373,SB,2008,f,0-4,0
2374,SC,2008,f,0-4,0
2375,SD,2008,f,0-4,41
2376,SE,2005,f,0-4,0
2377,SE,2006,f,0-4,0
2378,SE,2007,f,0-4,0
2379,SE,2008,f,0-4,0
2380,SG,2008,f,0-4,0
2381,SI,2005,f,0-4,0
2382,SI,2006,f,0-4,0
2383,SI,2007,f,0-4,0
2384,SI,2008,f,0-4,0
2385,SK,2005,f,0-4,0
2386,SK,2006,f,0-4,0
2387,SK,2007,f,0-4,0
2388,SK,2008,f,0-4,1
2389,SN,2008,f,0-4,1
2390,SV,2008,f,0-4,0
2391,SZ,2008,f,0-4,2
2392,TJ,2005,f,0-4,0
2393,TJ,2008,f,0-4,0
2394,TM,2005,f,0-4,1
2395,TM,2007,f,0-4,0
2396,TO,2008,f,0-4,0
2397,TR,2005,f,0-4,2
2398,TR,2006,f,0-4,4
2399,TR,2007,f,0-4,2
2400,TR,2008,f,0-4,5
2401,TT,2008,f,0-4,1
2402,TV,2008,f,0-4,0
2403,UA,2007,f,0-4,0
2404,UG,2008,f,0-4,0
2405,US,2008,f,0-4,4
2406,UY,2008,f,0-4,0
2407,UZ,2007,f,0-4,1
2408,VE,2008,f,0-4,0
2409,ZA,2008,f,0-4,298
2410,AD,2005,f,5-14,0
2411,AD,2006,f,5-14,0
2412,AD,2008,f,5-14,0
2413,AE,2008,f,5-14,0
2414,AL,2005,f,5-14,0
2415,AL,2006,f,5-14,2
2416,AL,2007,f,5-14,2
2417,AM,2005,f,5-14,3
2418,AM,2006,f,5-14,3
2419,AM,2007,f,5-14,2
2420,AM,2008,f,5-14,4
2421,AR,2008,f,5-14,61
2422,AT,2005,f,5-14,0
2423,AT,2006,f,5-14,1
2424,AZ,2005,f,5-14,88
2425,AZ,2006,f,5-14,2
2426,BA,2005,f,5-14,2
2427,BA,2006,f,5-14,0
2428,BA,2007,f,5-14,0
2429,BA,2008,f,5-14,3
2430,BB,2008,f,5-14,0
2431,BE,2005,f,5-14,1
2432,BE,2006,f,5-14,3
2433,BE,2008,f,5-14,1
2434,BG,2005,f,5-14,9
2435,BG,2008,f,5-14,0
2436,BH,2008,f,5-14,0
2437,BN,2008,f,5-14,1
2438,BR,2008,f,5-14,287
2439,BS,2008,f,5-14,0
2440,BW,2008,f,5-14,37
2441,BZ,2008,f,5-14,0
2442,CA,2008,f,5-14,3
2443,CH,2005,f,5-14,0
2444,CH,2006,f,5-14,1
2445,CH,2007,f,5-14,1
2446,CH,2008,f,5-14,1
2447,CM,2008,f,5-14,0
2448,CY,2005,f,5-14,0
2449,CY,2006,f,5-14,0
2450,CY,2007,f,5-14,0
2451,CY,2008,f,5-14,0
2452,CZ,2005,f,5-14,0
2453,CZ,2006,f,5-14,0
2454,CZ,2007,f,5-14,0
2455,CZ,2008,f,5-14,0
2456,DE,2005,f,5-14,1
2457,DE,2006,f,5-14,5
2458,DE,2007,f,5-14,4
2459,DE,2008,f,5-14,5
2460,DK,2005,f,5-14,2
2461,DK,2006,f,5-14,1
2462,DK,2007,f,5-14,0
2463,DK,2008,f,5-14,2
2464,DM,2008,f,5-14,0
2465,DO,2008,f,5-14,30
2466,EE,2005,f,5-14,0
2467,EE,2006,f,5-14,0
2468,EE,2007,f,5-14,0
2469,EE,2008,f,5-14,0
2470,EG,2008,f,5-14,7
2471,ES,2005,f,5-14,4
2472,ES,2006,f,5-14,9
2473,ES,2007,f,5-14,4
2474,ES,2008,f,5-14,10
2475,FI,2005,f,5-14,0
2476,FI,2006,f,5-14,0
2477,FI,2007,f,5-14,0
2478,FI,2008,f,5-14,0
2479,FM,2008,f,5-14,0
2480,FR,2005,f,5-14,11
2481,FR,2006,f,5-14,11
2482,FR,2007,f,5-14,14
2483,FR,2008,f,5-14,7
2484,GB,2005,f,5-14,14
2485,GB,2006,f,5-14,20
2486,GB,2007,f,5-14,19
2487,GB,2008,f,5-14,12
2488,GE,2006,f,5-14,5
2489,GE,2007,f,5-14,4
2490,GE,2008,f,5-14,83
2491,GM,2008,f,5-14,8
2492,GR,2005,f,5-14,0
2493,GR,2006,f,5-14,0
